sampleName	Unnamed: 0	 	Area	Mean	Min	Max
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_11	2875.9	2876.9	0.017	257.0	256.0	257.0
25042023_s_Lm_st_19115_p_C03_C04_tm_24_ch_Syto9_z_21	6424.1	6425.1	0.017	257.0	256.0	257.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_11	2452.5	2453.5	0.017	257.0	256.0	257.0
25042023_s_Lm_st_19115_p_C05_C06_tm_24_ch_Syto9_z_21	4627.6	4628.6	0.017	257.5	256.0	258.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11	3118.3	3119.3	0.017	257.0	257.0	257.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_11_position_6	314.1	315.1	0.017	257.0	257.0	257.0
25042023_s_Lm_st_19115_p_C07_C08_tm_24_ch_Syto9_z_21	5557.900000000001	5558.900000000001	0.017	258.0	257.0	258.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11	3097.0	3098.0	0.017	257.0	257.0	257.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21	5425.900000000001	5426.900000000001	0.017	258.0	257.0	258.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11	3435.4	3436.4	0.017	257.0	257.0	257.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21	5460.8	5461.8	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11	25927.9	25928.9	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21	59787.200000000004	59788.200000000004	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11	18008.8	18009.8	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21	59787.200000000004	59788.200000000004	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11	23703.600000000002	23704.600000000002	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21	78154.90000000001	78155.90000000001	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11	28207.4	28208.4	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21	76754.7	76755.7	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11	23184.7	23185.7	0.017	258.0	257.0	258.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21	82192.70000000001	82193.70000000001	0.017	258.0	257.0	258.0
