sampleName	Unnamed: 0	 	Area	Mean	Min	Max	Frame	LabelObj	Volume(Pix)	Volume(Unit)	Channel
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_11_	26292.0	26293.0	0.035	273.0	268.0	278.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D05_D04_tm_24_ch_Syto9_z_21_	43464.75	43465.75	0.035	275.0	269.0	282.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_11_	28830.0	28831.0	0.035	272.0	269.0	276.0	0.0	0.0	0.0	0.0	0.0
25042023_s_Lm_st_19115_p_D07_D06_tm_24_ch_Syto9_z_21_	43846.5	43847.5	0.035	275.0	269.0	281.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_11_	197522.25	197523.25	0.017	276.5	273.0	280.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C04_C05_tm_24_ch_Syto9_z_21_	451464.75	451465.75	0.017	277.0	274.0	281.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_11_	138129.75	138130.75	0.017	276.0	273.0	280.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C06_C07_tm_24_ch_Syto9_z_21_	451464.75	451465.75	0.017	277.0	274.0	281.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_11_	180834.75	180835.75	0.017	276.0	273.0	280.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_C08_D08_tm_24_ch_Syto9_z_21_	589224.0	589225.0	0.035	277.0	274.0	282.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_11_	214619.25	214620.25	0.017	276.0	273.0	280.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D04_D03_tm_24_ch_Syto9_z_21_	578716.5	578717.5	0.035	277.0	273.0	281.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_11_	176940.75	176941.75	0.017	276.0	273.0	280.0	0.0	0.0	0.0	0.0	0.0
28032023_s_Lm_st_L455_p_D07_D06_tm_24_ch_Syto9_z_21_	619505.25	619506.25	0.035	277.0	273.0	281.0	0.0	0.0	0.0	0.0	0.0
