feature	RandomForest(n=200, p=1.0)
counts(Norminten<0.09Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00020995562634350135
counts(inten<0.17-SUMMARYCustomAlgos.tsv_min.txt	0.00020993366256609664
counts(inten<0.22Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00020991362871106815
counts(inten<0.02Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00020884321047386528
counts(Norminten<0.24000000000000002Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0002074329204991338
counts(inten<0.09999999999999999Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00020655743850902703
counts(inten<0.08Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00020610407834003805
ThicknessThreshold=0.03-SUMMARYCustomAlgos.tsv_min.txt	0.0002059009844645454
counts(inten<0.12-SUMMARYCustomAlgos.tsv_var.txt	0.00020570144090663767
counts(Norminten<0.22-SUMMARYCustomAlgos.tsv_mean.txt	0.00020559116231920178
counts(Norminten<0.21000000000000002Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00020547901123358793
counts(inten<0.04Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00020515158126144088
ThicknessThreshold=0.04-SUMMARYCustomAlgos.tsv_q75.txt	0.00020417061583194365
counts(inten<0.15000000000000002-SUMMARYCustomAlgos.tsv_q25.txt	0.00020374775428772034
counts(inten<0.2-SUMMARYCustomAlgos.tsv_median.txt	0.00020342836288556564
counts(Norminten<0.18000000000000002Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00020310906234220115
counts(inten<0.060000000000000005Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00020274173582171366
maxNormalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00020270920830265326
counts(Norminten<0.18000000000000002Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0002026979541159936
counts(Norminten<0.16Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00020268683639684034
counts(inten<0.16Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00020211281558072384
ThicknessThreshold=0.01-SUMMARYCustomAlgos.tsv_q75.txt	0.0002019347924375587
counts(Norminten<0.27Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00020122613103166055
counts(inten<0.23-SUMMARYCustomAlgos.tsv_mean.txt	0.0001991952999655391
mean-SUMMARYCustomAlgos.tsv_median.txt	0.00019845262353767676
counts(Norminten<0.14Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00019834656623423638
maxNormalized-SUMMARYCustomAlgos.tsv_min.txt	0.00019812288451959788
counts(inten<0.17Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0001980475372544465
counts(inten<0.22-SUMMARYCustomAlgos.tsv_mean.txt	0.00019779336761274846
Homogenity-SUMMARYCustomAlgos.tsv_q90.txt	0.00019720661238921533
ThicknessThreshold=0.03-SUMMARYCustomAlgos.tsv_mean.txt	0.00019683545230629468
counts(inten<0.21000000000000002-SUMMARYCustomAlgos.tsv_mean.txt	0.00019679535284602943
counts(inten<0.24000000000000002-SUMMARYCustomAlgos.tsv_mean.txt	0.000196676663312638
counts(inten<0.16Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00019641294532786056
counts(inten<0.27-SUMMARYCustomAlgos.tsv_median.txt	0.00019619828232729928
counts(Norminten<0.09999999999999999Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00019605043912023932
counts(Norminten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.0001959654239630084
counts(inten<0.05-SUMMARYCustomAlgos.tsv_q25.txt	0.000194768673177873
counts(inten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00019461890719511008
minProp-SUMMARYCustomAlgos.tsv_max.txt	0.00019438168847825155
minProp-SUMMARYCustomAlgos.tsv_q75.txt	0.00019334872389561983
counts(Norminten<0.04Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.0001927188627715599
counts(inten<0.14-SUMMARYCustomAlgos.tsv_std.txt	0.00019250982184903929
counts(Norminten<0.19-SUMMARYCustomAlgos.tsv_q75.txt	0.00019229456428036424
ThicknessThreshold=0.04-SUMMARYCustomAlgos.tsv_median.txt	0.00019227113702962088
counts(inten<0.09Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0001909936702414479
mdiffs-SUMMARYDiffGlobal.tsv_q10.txt	0.00019068288234817482
counts(Norminten<0.05Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00019053359496814577
ThicknessThreshold=0.02-SUMMARYCustomAlgos.tsv_max.txt	0.00019021754437450057
counts(inten<0.11Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00018990249921612963
diffNormalized-SUMMARYCustomAlgos.tsv_std.txt	0.00018973967220730227
counts(Norminten<0.19Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00018963590910470645
counts(inten<0.24000000000000002Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.0001885327291281235
counts(inten<0.09Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.0001884550917717108
diffNormalized-SUMMARYCustomAlgos.tsv_var.txt	0.00018816518609770207
counts(Norminten<0.23-SUMMARYCustomAlgos.tsv_median.txt	0.0001874189091511105
counts(inten<0.12Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00018727227871952006
counts(inten<0.09999999999999999-SUMMARYCustomAlgos.tsv_q10.txt	0.0001865034360462551
counts(Norminten<0.09999999999999999Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00018636504674207277
counts(Norminten<0.27Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00018626234999297346
counts(inten<0.13-SUMMARYCustomAlgos.tsv_min.txt	0.00018530602636938464
counts(Norminten<0.12Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00018497058834741583
counts(inten<0.25Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00018476718302907702
counts(Norminten<0.09999999999999999Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00018463548044760696
counts(inten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00018425072382012998
counts(Norminten<0.04Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00018417216941721233
counts(Norminten<0.02-SUMMARYCustomAlgos.tsv_median.txt	0.0001840649542205981
counts(inten<0.25Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00018396156109751392
ThicknessThreshold=0.05-SUMMARYCustomAlgos.tsv_median.txt	0.00018355937912099016
counts(inten<0.03Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00018299462865685063
counts(inten<0.14Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00018293177849607368
counts(inten<0.21000000000000002-SUMMARYCustomAlgos.tsv_q90.txt	0.00018278980964625462
counts(inten<0.18000000000000002Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0001825259578784169
counts(inten<0.02Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00018250596440150336
counts(inten<0.25-SUMMARYCustomAlgos.tsv_median.txt	0.0001822126744770463
ThicknessThreshold=0.02-SUMMARYCustomAlgos.tsv_q10.txt	0.00018180620233993188
counts(inten<0.11Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.0001817642732974481
max-SUMMARYCustomAlgos.tsv_q25.txt	0.00018134189105399202
counts(inten<0.22Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00018109471566312669
counts(inten<0.28Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00017935267131017628
counts(Norminten<0.11Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00017910399513275111
counts(inten<0.09-SUMMARYCustomAlgos.tsv_q75.txt	0.00017882444593753078
counts(Norminten<0.24000000000000002Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00017725121676429652
counts(Norminten<0.26-SUMMARYCustomAlgos.tsv_var.txt	0.00017662722856459965
counts(Norminten<0.060000000000000005Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.0001760833322725742
counts(inten<0.17Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.0001754918724079109
ThicknessThreshold=0.14-SUMMARYCustomAlgos.tsv_min.txt	0.00017462156408248067
counts(inten<0.19Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00017461969739473537
ThicknessThreshold=0.09-SUMMARYCustomAlgos.tsv_median.txt	0.00017440606979427235
counts(inten<0.23-SUMMARYCustomAlgos.tsv_q75.txt	0.00017438776538613576
ThicknessThreshold=0.060000000000000005-SUMMARYCustomAlgos.tsv_max.txt	0.00017416597783742702
ThicknessThreshold=0.13-SUMMARYCustomAlgos.tsv_min.txt	0.0001740629257270483
mean-SUMMARYCustomAlgos.tsv_mean.txt	0.0001740357526813259
counts(inten<0.09999999999999999-SUMMARYCustomAlgos.tsv_q75.txt	0.00017356974846699505
counts(inten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00017332938425732513
counts(inten<0.06999999999999999Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00017328713121769903
counts(inten<0.21000000000000002-SUMMARYCustomAlgos.tsv_q10.txt	0.00017286829930232236
counts(Norminten<0.02-SUMMARYCustomAlgos.tsv_q90.txt	0.0001728245950641287
counts(inten<0.28Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00017254496782556078
mindiffs-SUMMARYDiffGlobal.tsv_min.txt	0.00017216509094751038
mindiffs-SUMMARYDiffGlobal.tsv_q90.txt	0.00017183211757147596
counts(Norminten<0.26-SUMMARYCustomAlgos.tsv_mean.txt	0.00017125408515757633
counts(Norminten<0.11-SUMMARYCustomAlgos.tsv_q90.txt	0.00017105399446906588
counts(inten<0.13Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00017085109452186554
counts(Norminten<0.08-SUMMARYCustomAlgos.tsv_q10.txt	0.00017080623962623207
counts(Norminten<0.13Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00017008866619802463
counts(inten<0.11-SUMMARYCustomAlgos.tsv_max.txt	0.00016911460256567416
counts(Norminten<0.14Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00016891314542149483
ThicknessThreshold=0.01-SUMMARYCustomAlgos.tsv_median.txt	0.00016868460081784914
counts(Norminten<0.13Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.0001683874685803142
counts(Norminten<0.12Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00016827662014735526
counts(inten<0.05Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00016807039264731655
counts(Norminten<0.060000000000000005Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00016799226995896374
counts(Norminten<0.12Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0001678200525570565
mean-SUMMARYCustomAlgos.tsv_min.txt	0.0001677854587544215
counts(inten<0.14-SUMMARYCustomAlgos.tsv_median.txt	0.00016725212612669495
counts(inten<0.03-SUMMARYCustomAlgos.tsv_q90.txt	0.0001670709377709637
diff-SUMMARYCustomAlgos.tsv_std.txt	0.0001666494001756187
max-SUMMARYCustomAlgos.tsv_min.txt	0.00016621519832715165
counts(inten<0.01Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00016597054540544063
counts(Norminten<0.23Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00016590078816022526
counts(Norminten<0.05-SUMMARYCustomAlgos.tsv_q90.txt	0.00016566560419973322
counts(inten<0.06999999999999999-SUMMARYCustomAlgos.tsv_mean.txt	0.00016554436189227323
counts(inten<0.18000000000000002-SUMMARYCustomAlgos.tsv_median.txt	0.00016545834393192225
meanNormalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00016231252101998016
counts(inten<0.17Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00016217101504988846
ThicknessThreshold=0.060000000000000005-SUMMARYCustomAlgos.tsv_q25.txt	0.00016204855935389058
counts(Norminten<0.03Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00016197444648311364
max-SUMMARYCustomAlgos.tsv_var.txt	0.0001618456332023207
counts(inten<0.03-SUMMARYCustomAlgos.tsv_std.txt	0.00016182130161014087
counts(Norminten<0.25Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.0001613742773455173
counts(inten<0.24000000000000002-SUMMARYCustomAlgos.tsv_q25.txt	0.00016086712665737497
counts(Norminten<0.01-SUMMARYCustomAlgos.tsv_q75.txt	0.00016046760954159587
counts(Norminten<0.08-SUMMARYCustomAlgos.tsv_var.txt	0.00016005649091716887
counts(Norminten<0.27-SUMMARYCustomAlgos.tsv_median.txt	0.00015869390189165736
ThicknessThreshold=0.11-SUMMARYCustomAlgos.tsv_max.txt	0.000158219024278327
MicrocoloniesPlatonicNormalized-SUMMARYCustomAlgos.tsv_median.txt	0.0001581443099267745
ThicknessThreshold=0.18000000000000002-SUMMARYCustomAlgos.tsv_max.txt	0.00015784441996369032
counts(Norminten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.0001577589856021449
counts(inten<0.29000000000000004-SUMMARYCustomAlgos.tsv_median.txt	0.0001577564369650056
counts(Norminten<0.02Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00015770629452039337
counts(Norminten<0.04Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00015745782786453908
counts(inten<0.28-SUMMARYCustomAlgos.tsv_mean.txt	0.00015703255080154986
RoughnessThreshold=0.24000000000000002-SUMMARYCustomAlgos.tsv_q75.txt	0.0001569177669448111
counts(Norminten<0.08-SUMMARYCustomAlgos.tsv_mean.txt	0.0001566839185480366
ThicknessThreshold=0.05-SUMMARYCustomAlgos.tsv_mean.txt	0.0001560909012640219
counts(inten<0.13Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0001559207539347417
counts(Norminten<0.24000000000000002Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0001555993702879074
counts(inten<0.13-SUMMARYCustomAlgos.tsv_q90.txt	0.0001553059522620581
counts(inten<0.13-SUMMARYCustomAlgos.tsv_max.txt	0.0001552350741935259
counts(Norminten<0.14Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00015497001948015616
counts(Norminten<0.25Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00015459401188352634
counts(inten<0.04-SUMMARYCustomAlgos.tsv_q25.txt	0.00015450216230836357
counts(inten<0.11-SUMMARYCustomAlgos.tsv_q75.txt	0.00015444296731675886
counts(inten<0.23Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.0001542390166298048
counts(inten<0.14-SUMMARYCustomAlgos.tsv_min.txt	0.0001540931070128468
counts(inten<0.08-SUMMARYCustomAlgos.tsv_q75.txt	0.0001534279073865532
counts(inten<0.24000000000000002Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0001531699816152665
counts(Norminten<0.15000000000000002-SUMMARYCustomAlgos.tsv_q25.txt	0.00015145611251322628
counts(inten<0.23-SUMMARYCustomAlgos.tsv_var.txt	0.0001511743919396647
counts(Norminten<0.2Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00014928551062852422
ThicknessThreshold=0.15000000000000002-SUMMARYCustomAlgos.tsv_q10.txt	0.00014892661467186212
Homogenity-SUMMARYCustomAlgos.tsv_min.txt	0.0001485040705815179
counts(inten<0.01-SUMMARYCustomAlgos.tsv_max.txt	0.00014845325774123287
counts(inten<0.16-SUMMARYCustomAlgos.tsv_min.txt	0.00014837253458653787
counts(Norminten<0.09-SUMMARYCustomAlgos.tsv_min.txt	0.0001483231688653542
ThicknessThreshold=0.060000000000000005-SUMMARYCustomAlgos.tsv_min.txt	0.0001467588499734541
counts(Norminten<0.08-SUMMARYCustomAlgos.tsv_q25.txt	0.00014651289203897625
counts(inten<0.29000000000000004Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00014599421059256128
counts(inten<0.11Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00014594945135488484
counts(inten<0.16Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00014547521148199335
counts(Norminten<0.28-SUMMARYCustomAlgos.tsv_mean.txt	0.00014493507431244932
maxNormalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00014411826059972918
counts(inten<0.12-SUMMARYCustomAlgos.tsv_median.txt	0.00014400346318080949
counts(inten<0.18000000000000002Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00014390290437073748
mean-SUMMARYCustomAlgos.tsv_q25.txt	0.00014354580048390333
counts(inten<0.11-SUMMARYCustomAlgos.tsv_std.txt	0.0001435445928903507
counts(Norminten<0.29000000000000004-SUMMARYCustomAlgos.tsv_q90.txt	0.00014344432643318195
counts(Norminten<0.26Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00014337769941714248
counts(inten<0.25-SUMMARYCustomAlgos.tsv_max.txt	0.00014276638742471485
counts(Norminten<0.03Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00014271324337711695
counts(inten<0.01Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00014261466265921017
counts(Norminten<0.22Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00014253037343097107
counts(Norminten<0.01-SUMMARYCustomAlgos.tsv_max.txt	0.00014250686743355758
counts(Norminten<0.21000000000000002-SUMMARYCustomAlgos.tsv_mean.txt	0.00014171419623017247
counts(Norminten<0.13-SUMMARYCustomAlgos.tsv_q75.txt	0.00014165568389850206
counts(Norminten<0.24000000000000002-SUMMARYCustomAlgos.tsv_var.txt	0.00014119385379794157
counts(Norminten<0.18000000000000002-SUMMARYCustomAlgos.tsv_var.txt	0.00014118241180709643
RoughnessThreshold=0.25-SUMMARYCustomAlgos.tsv_mean.txt	0.00014112579332568965
counts(inten<0.22-SUMMARYCustomAlgos.tsv_var.txt	0.0001409651156667703
counts(inten<0.29000000000000004Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00014064873721953745
counts(inten<0.26-SUMMARYCustomAlgos.tsv_median.txt	0.00013989636270209135
counts(inten<0.28-SUMMARYCustomAlgos.tsv_median.txt	0.00013978085944452991
counts(Norminten<0.14-SUMMARYCustomAlgos.tsv_q10.txt	0.00013970781935912442
counts(inten<0.24000000000000002-SUMMARYCustomAlgos.tsv_q10.txt	0.0001390616975218847
counts(inten<0.21000000000000002-SUMMARYCustomAlgos.tsv_min.txt	0.0001389979725872553
counts(Norminten<0.15000000000000002-SUMMARYCustomAlgos.tsv_min.txt	0.00013869102647701392
counts(Norminten<0.22Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00013836285637103577
counts(inten<0.25-SUMMARYCustomAlgos.tsv_q75.txt	0.00013815637039728978
counts(inten<0.28Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00013782220177278068
counts(inten<0.26Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00013754389807957577
maxdiffs-SUMMARYDiffGlobal.tsv_min.txt	0.00013717714236862017
counts(inten<0.13-SUMMARYCustomAlgos.tsv_q25.txt	0.00013699406131571795
RoughnessThreshold=0.23-SUMMARYCustomAlgos.tsv_q10.txt	0.00013697072218691946
counts(inten<0.26Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00013635709448962672
counts(inten<0.28-SUMMARYCustomAlgos.tsv_max.txt	0.0001362778492614662
counts(inten<0.27Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00013609853822765518
counts(Norminten<0.2Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.0001360517717047378
diffNormalized-SUMMARYCustomAlgos.tsv_median.txt	0.00013540453295365383
ThicknessThreshold=0.24000000000000002-SUMMARYCustomAlgos.tsv_q90.txt	0.00013471230080690092
counts(inten<0.2Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00013466550517520994
counts(Norminten<0.09-SUMMARYCustomAlgos.tsv_q10.txt	0.0001346068441860814
counts(inten<0.11Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00013401439905088506
counts(inten<0.28-SUMMARYCustomAlgos.tsv_q10.txt	0.00013297337955795252
RoughnessThreshold=0.29000000000000004-SUMMARYCustomAlgos.tsv_q10.txt	0.00013212365754830573
counts(Norminten<0.23Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.0001320419361594163
counts(Norminten<0.17-SUMMARYCustomAlgos.tsv_q75.txt	0.0001310325131420626
counts(inten<0.09-SUMMARYCustomAlgos.tsv_q90.txt	0.00013066396133220684
counts(inten<0.24000000000000002-SUMMARYCustomAlgos.tsv_var.txt	0.0001301169490347948
counts(inten<0.2-SUMMARYCustomAlgos.tsv_min.txt	0.00012994293985649712
counts(inten<0.02Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00012992852693464383
counts(inten<0.12-SUMMARYCustomAlgos.tsv_min.txt	0.00012988746049950907
counts(inten<0.17-SUMMARYCustomAlgos.tsv_mean.txt	0.00012972805684180285
counts(Norminten<0.18000000000000002-SUMMARYCustomAlgos.tsv_q90.txt	0.00012913628658985918
counts(Norminten<0.18000000000000002-SUMMARYCustomAlgos.tsv_q75.txt	0.0001290846189325212
counts(inten<0.13-SUMMARYCustomAlgos.tsv_q75.txt	0.00012894432614248311
counts(Norminten<0.21000000000000002Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00012882945131477186
med-SUMMARYCustomAlgos.tsv_q25.txt	0.00012851728408066847
counts(Norminten<0.18000000000000002-SUMMARYCustomAlgos.tsv_std.txt	0.00012831038888755255
counts(Norminten<0.19-SUMMARYCustomAlgos.tsv_var.txt	0.00012804298019102658
counts(Norminten<0.06999999999999999-SUMMARYCustomAlgos.tsv_median.txt	0.00012789802745952726
mean-SUMMARYCustomAlgos.tsv_q10.txt	0.00012783924712487244
counts(Norminten<0.26Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00012722395371669458
counts(inten<0.17Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.0001270325502379499
counts(inten<0.11Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00012557923623647606
counts(inten<0.16Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.0001255718260845263
counts(inten<0.03Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00012538453664469218
counts(inten<0.22-SUMMARYCustomAlgos.tsv_min.txt	0.0001253540749915465
counts(inten<0.16-SUMMARYCustomAlgos.tsv_q90.txt	0.00012438886843253762
counts(inten<0.27-SUMMARYCustomAlgos.tsv_min.txt	0.00012405183231981612
counts(inten<0.05Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.0001239062512556688
counts(inten<0.03-SUMMARYCustomAlgos.tsv_mean.txt	0.00012388528760045548
counts(inten<0.2Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00012287319846810245
counts(Norminten<0.12-SUMMARYCustomAlgos.tsv_q75.txt	0.00012188961936498076
ThicknessThreshold=0.060000000000000005-SUMMARYCustomAlgos.tsv_q10.txt	0.00012158893508518845
RoughnessThreshold=0.08-SUMMARYCustomAlgos.tsv_q25.txt	0.00012151849220077212
counts(Norminten<0.2Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00012126344275646952
counts(inten<0.23Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00012125611771469619
counts(Norminten<0.28Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00012078322925314785
counts(Norminten<0.23-SUMMARYCustomAlgos.tsv_q90.txt	0.00012048537384650959
counts(inten<0.14Normalized-SUMMARYCustomAlgos.tsv_std.txt	0.00011981181258061119
counts(Norminten<0.060000000000000005-SUMMARYCustomAlgos.tsv_var.txt	0.00011957981851357879
counts(inten<0.09999999999999999Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00011941790753516111
ThicknessThreshold=0.25-SUMMARYCustomAlgos.tsv_q25.txt	0.00011914439054638608
counts(inten<0.19Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00011858325915133616
counts(inten<0.15000000000000002Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00011834803625880545
ThicknessThreshold=0.16-SUMMARYCustomAlgos.tsv_min.txt	0.00011672686260480308
counts(inten<0.01-SUMMARYCustomAlgos.tsv_q90.txt	0.0001166973301185482
counts(Norminten<0.16-SUMMARYCustomAlgos.tsv_min.txt	0.00011657458918751522
counts(Norminten<0.17-SUMMARYCustomAlgos.tsv_min.txt	0.00011620987936212923
counts(Norminten<0.17Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00011617059375818148
ThicknessThreshold=0.09999999999999999-SUMMARYCustomAlgos.tsv_mean.txt	0.00011585910169351071
counts(inten<0.14Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00011581293456669757
counts(inten<0.14Normalized-SUMMARYCustomAlgos.tsv_min.txt	0.00011578512585090342
counts(inten<0.06999999999999999Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00011538554740204017
MicrocoloniesPlatonic-SUMMARYCustomAlgos.tsv_mean.txt	0.0001153519941093092
counts(inten<0.14-SUMMARYCustomAlgos.tsv_var.txt	0.00011534725845185835
ThicknessThreshold=0.09-SUMMARYCustomAlgos.tsv_q75.txt	0.00011477679395302451
counts(Norminten<0.26Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00011475244273895763
counts(inten<0.28-SUMMARYCustomAlgos.tsv_std.txt	0.00011472852226924027
counts(inten<0.25Normalized-SUMMARYCustomAlgos.tsv_q75.txt	0.00011460868797779196
RoughnessThreshold=0.22-SUMMARYCustomAlgos.tsv_q75.txt	0.00011441028698146935
counts(inten<0.27-SUMMARYCustomAlgos.tsv_mean.txt	0.00011435447628520095
counts(inten<0.29000000000000004Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00011432290002297583
counts(inten<0.16Normalized-SUMMARYCustomAlgos.tsv_max.txt	0.00011412152507054573
counts(inten<0.02-SUMMARYCustomAlgos.tsv_q25.txt	0.0001140107082423071
counts(inten<0.17-SUMMARYCustomAlgos.tsv_max.txt	0.00011399883092248413
counts(inten<0.09-SUMMARYCustomAlgos.tsv_q10.txt	0.00011391189482942883
counts(inten<0.24000000000000002-SUMMARYCustomAlgos.tsv_max.txt	0.00011385651583517888
counts(inten<0.25-SUMMARYCustomAlgos.tsv_std.txt	0.00011381538215647673
counts(inten<0.19-SUMMARYCustomAlgos.tsv_q90.txt	0.00011353647069426509
counts(inten<0.13Normalized-SUMMARYCustomAlgos.tsv_median.txt	0.00011349239091423717
counts(inten<0.18000000000000002Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00011337582260036602
counts(Norminten<0.17Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00011313264138006044
counts(inten<0.13Normalized-SUMMARYCustomAlgos.tsv_var.txt	0.00011238415293220469
counts(Norminten<0.22-SUMMARYCustomAlgos.tsv_q75.txt	0.00011233604992322166
counts(inten<0.17Normalized-SUMMARYCustomAlgos.tsv_q25.txt	0.00011222242418213675
counts(Norminten<0.28-SUMMARYCustomAlgos.tsv_q90.txt	0.00011194739416473462
counts(inten<0.29000000000000004-SUMMARYCustomAlgos.tsv_q75.txt	0.00011178920012286696
counts(inten<0.23Normalized-SUMMARYCustomAlgos.tsv_q10.txt	0.00011165608271140843
counts(Norminten<0.23Normalized-SUMMARYCustomAlgos.tsv_q90.txt	0.00011159037788800928
counts(Norminten<0.14-SUMMARYCustomAlgos.tsv_q75.txt	0.00011152513781085165
ThicknessThreshold=0.15000000000000002-SUMMARYCustomAlgos.tsv_q90.txt	0.00011139728180494813
ThicknessThreshold=0.09-SUMMARYCustomAlgos.tsv_q90.txt	0.00011138282147944551
counts(Norminten<0.13-SUMMARYCustomAlgos.tsv_min.txt	0.00011035844549804906
RoughnessThreshold=0.26-SUMMARYCustomAlgos.tsv_max.txt	0.00011026372745458523
counts(Norminten<0.24000000000000002-SUMMARYCustomAlgos.tsv_mean.txt	0.0001100838071504695
